id,Покупательская активность,Тип сервиса,Разрешить сообщать,Маркет_актив_6_мес,Маркет_актив_тек_мес,Длительность,Акционные_покупки,Популярная_категория,Средний_просмотр_категорий_за_визит,Неоплаченные_продукты_штук_квартал,Ошибка_сервиса,Страниц_за_визит
216512,Прежний уровень,премиум,да,4.2,3,545,0.21,Мелкая бытовая техника и электроника,3,2,3,10
216513,Прежний уровень,стандарт,да,4.1,4,559,0.2,Мелкая бытовая техника и электроника,4,2,1,7
216514,Прежний уровень,премиум,нет,5.7,4,301,0.17,Домашний текстиль,2,5,5,14
216515,Прежний уровень,стандарт,да,4.9,4,882,0.17,Косметика и аксесуары,3,2,6,9
216516,Прежний уровень,стандарт,нет,5.4,4,508,0.28,Мелкая бытовая техника и электроника,3,1,3,8
216517,Прежний уровень,стандарт,да,5.5,5,233,0.24,Косметика и аксесуары,5,4,4,6
216518,Прежний уровень,премиум,да,3.3,5,994,0.28,Товары для детей,4,3,5,10
216519,Прежний уровень,стандарт,да,4.2,5,937,0.11,Косметика и аксесуары,4,2,2,6
216520,Прежний уровень,стандарт,да,4.1,4,644,0.21,Кухонная посуда,2,3,6,10
216521,Прежний уровень,стандарт,да,5.8,4,505,0.13,Домашний текстиль,5,3,4,6
216522,Прежний уровень,стандарт,да,5.5,4,969,0.12,Домашний текстиль,5,2,2,11
216523,Прежний уровень,стандарт,да,4.0,3,461,0.28,Мелкая бытовая техника и электроника,4,1,3,5
216524,Прежний уровень,стандарт,нет,4.9,3,326,0.95,Мелкая бытовая техника и электроника,3,2,3,13
216525,Прежний уровень,премиум,да,5.7,4,713,0.13,Косметика и аксесуары,3,1,0,8
216526,Прежний уровень,стандарт,да,5.6,4,157,0.3,Товары для детей,6,3,2,9
216527,Прежний уровень,стандарт,нет,4.9,3,679,0.15,Техника для красоты и здоровья,4,1,1,14
216528,Прежний уровень,премиум,да,4.4,4,993,0.11,Товары для детей,4,1,4,13
216529,Прежний уровень,стандарт,нет,3.5,3,757,0.25,Товары для детей,3,1,2,7
216530,Прежний уровень,стандарт,нет,4.9,3,362,0.24,Товары для детей,4,1,5,12
216531,Прежний уровень,стандарт,да,4.9,4,780,0.24,Кухонная посуда,4,4,1,17
216532,Прежний уровень,стандарт,да,4.3,5,401,0.15,Косметика и аксесуары,5,0,2,6
216533,Прежний уровень,стандарт,нет,5.7,5,769,0.14,Техника для красоты и здоровья,4,1,8,10
216534,Прежний уровень,стандарт,нет,4.9,4,445,0.2,Техника для красоты и здоровья,2,2,6,8
216535,Прежний уровень,стандарт,нет,4.7,4,1013,0.21,Мелкая бытовая техника и электроника,4,0,5,9
216536,Прежний уровень,стандарт,нет,5.2,3,324,0.15,Товары для детей,6,1,4,10
216537,Прежний уровень,премиум,да,4.4,4,873,0.3,Косметика и аксесуары,6,4,3,4
216538,Прежний уровень,премиум,да,4.9,4,482,0.17,Косметика и аксесуары,3,2,2,12
216539,Прежний уровень,стандарт,да,5.1,4,176,0.28,Домашний текстиль,6,2,3,16
216540,Прежний уровень,стандарт,нет,4.6,5,347,0.25,Мелкая бытовая техника и электроника,4,4,5,12
216541,Прежний уровень,стандарт,да,4.1,4,593,0.29,Косметика и аксесуары,4,1,1,8
216542,Прежний уровень,стандарт,нет,3.4,3,776,0.17,Товары для детей,4,2,6,10
216543,Прежний уровень,стандарт,да,3.7,4,514,0.25,Домашний текстиль,3,3,4,12
216544,Прежний уровень,стандарт,да,4.1,4,335,0.3,Техника для красоты и здоровья,5,2,6,9
216545,Прежний уровень,стандарт,да,5.7,4,594,0.14,Товары для детей,5,4,4,4
216546,Прежний уровень,премиум,да,4.7,4,475,0.26,Косметика и аксесуары,2,3,3,14
216547,Прежний уровень,стандарт,нет,4.0,3,509,0.25,Косметика и аксесуары,2,6,3,13
216548,Прежний уровень,стандарт,нет,6.3,4,252,0.16,Косметика и аксесуары,3,4,3,5
216549,Прежний уровень,премиум,нет,4.3,3,820,0.16,Косметика и аксесуары,4,4,3,9
216550,Прежний уровень,премиум,да,4.4,5,744,0.16,Мелкая бытовая техника и электроника,3,2,4,8
216551,Прежний уровень,стандарт,нет,5.8,5,344,0.13,Мелкая бытовая техника и электроника,3,3,5,13
216552,Прежний уровень,стандарт,да,4.9,4,922,0.28,Товары для детей,6,7,5,9
216553,Прежний уровень,стандарт,да,6.1,4,298,0.27,Домашний текстиль,6,3,6,16
216554,Прежний уровень,премиум,да,5.1,4,893,0.12,Кухонная посуда,2,4,4,9
216555,Прежний уровень,стандарт,да,5.5,5,881,0.2,Кухонная посуда,3,5,2,12
216556,Прежний уровень,стандарт,нет,4.8,5,372,0.25,Косметика и аксесуары,1,6,7,7
216557,Прежний уровень,стандарт,да,3.9,4,788,0.26,Техника для красоты и здоровья,3,3,7,9
216558,Прежний уровень,премиум,да,4.3,4,684,0.18,Техника для красоты и здоровья,1,6,1,8
216559,Прежний уровень,премиум,да,4.3,5,719,0.24,Мелкая бытовая техника и электроника,1,2,5,16
216560,Прежний уровень,стандарт,нет,4.4,4,891,0.94,Мелкая бытовая техника и электроника,2,2,6,14
216561,Прежний уровень,стандарт,да,4.0,4,842,0.28,Техника для красоты и здоровья,2,8,7,10
216562,Прежний уровень,стандарт,да,5.7,4,573,0.14,Косметика и аксесуары,2,4,4,10
216563,Прежний уровень,премиум,да,3.7,3,1057,0.18,Домашний текстиль,4,3,4,9
216564,Прежний уровень,стандарт,да,5.6,4,342,0.94,Кухонная посуда,2,7,5,8
216565,Прежний уровень,стандарт,да,5.2,5,638,0.15,Домашний текстиль,1,5,8,4
216566,Прежний уровень,стандарт,да,5.5,5,458,0.15,Товары для детей,2,4,3,7
216567,Прежний уровень,стандарт,да,4.2,4,254,0.25,Товары для детей,2,3,4,15
216568,Прежний уровень,премиум,нет,3.9,3,820,0.25,Косметика и аксесуары,4,4,2,10
216569,Прежний уровень,премиум,да,5.6,5,744,0.17,Мелкая бытовая техника и электроника,3,2,6,9
216570,Прежний уровень,стандарт,нет,4.7,5,769,0.14,Техника для красоты и здоровья,4,1,2,15
216571,Прежний уровень,стандарт,нет,4.3,4,445,0.3,Техника для красоты и здоровья,2,2,4,19
216572,Прежний уровень,стандарт,нет,5.3,4,1013,0.26,Мелкая бытовая техника и электроника,4,0,1,4
216573,Прежний уровень,стандарт,нет,4.6,3,324,0.13,Товары для детей,6,1,4,6
216574,Прежний уровень,премиум,да,5.5,4,873,0.12,Косметика и аксесуары,6,4,2,10
216575,Прежний уровень,премиум,да,4.5,4,482,0.25,Косметика и аксесуары,3,2,2,9
216576,Прежний уровень,стандарт,да,5.8,4,176,0.28,Домашний текстиль,6,2,4,6
216577,Прежний уровень,стандарт,нет,5.4,5,347,0.26,Мелкая бытовая техника и электроника,4,4,5,9
216578,Прежний уровень,стандарт,да,4.4,4,593,0.3,Косметика и аксесуары,4,1,7,10
216579,Прежний уровень,стандарт,нет,5.8,3,776,0.14,Товары для детей,4,2,4,6
216580,Прежний уровень,стандарт,да,4.3,4,514,0.11,Домашний текстиль,3,3,3,9
216581,Прежний уровень,стандарт,да,3.6,4,335,0.31,Техника для красоты и здоровья,5,2,6,13
216582,Прежний уровень,стандарт,да,5.2,4,594,0.21,Товары для детей,5,4,4,7
216583,Прежний уровень,премиум,да,3.3,3,280,0.3,Товары для детей,3,4,8,13
216584,Прежний уровень,премиум,нет,3.4,3,911,0.13,Товары для детей,3,3,8,8
216585,Прежний уровень,стандарт,нет,5.9,3,134,0.25,Товары для детей,4,4,2,9
216586,Прежний уровень,стандарт,да,4.0,4,600,0.27,Техника для красоты и здоровья,4,0,3,11
216587,Прежний уровень,стандарт,да,4.4,3,286,0.19,Товары для детей,4,0,7,14
216588,Прежний уровень,стандарт,нет,4.3,4,166,0.13,Техника для красоты и здоровья,4,1,3,14
216589,Прежний уровень,стандарт,да,4.1,5,447,0.14,Косметика и аксесуары,6,0,9,12
216590,Прежний уровень,премиум,да,6.6,5,740,0.3,Мелкая бытовая техника и электроника,4,2,6,14
216591,Прежний уровень,стандарт,да,4.1,5,151,0.21,Домашний текстиль,5,2,5,13
216592,Прежний уровень,стандарт,нет,5.6,4,765,0.17,Мелкая бытовая техника и электроника,3,0,2,6
216593,Прежний уровень,стандарт,да,5.7,5,514,0.27,Домашний текстиль,4,5,5,11
216594,Прежний уровень,стандарт,нет,4.1,5,468,0.23,Косметика и аксесуары,3,1,4,5
216595,Прежний уровень,стандарт,да,4.2,4,753,0.94,Косметика и аксесуары,6,2,3,10
216596,Прежний уровень,стандарт,да,4.1,4,719,0.29,Домашний текстиль,6,4,5,10
216597,Прежний уровень,стандарт,да,3.3,4,388,0.22,Домашний текстиль,4,3,4,13
216598,Прежний уровень,стандарт,нет,3.5,3,841,0.95,Товары для детей,4,0,5,9
216599,Прежний уровень,стандарт,да,3.3,4,453,0.22,Техника для красоты и здоровья,2,5,8,8
216600,Прежний уровень,премиум,да,4.4,4,349,0.4,Домашний текстиль,5,4,0,8
216601,Прежний уровень,стандарт,да,4.3,4,553,0.15,Косметика и аксесуары,5,2,5,8
216602,Прежний уровень,стандарт,нет,3.4,5,170,0.95,Техника для красоты и здоровья,4,1,3,10
216603,Прежний уровень,стандарт,да,4.4,5,798,0.14,Товары для детей,3,2,6,10
216604,Прежний уровень,стандарт,да,4.9,5,350,0.99,Домашний текстиль,3,4,5,5
216605,Прежний уровень,стандарт,да,3.2,4,568,0.94,Мелкая бытовая техника и электроника,5,1,7,11
216606,Прежний уровень,стандарт,нет,5.1,3,904,0.26,Мелкая бытовая техника и электроника,4,1,2,12
216607,Прежний уровень,стандарт,да,3.3,4,575,0.23,Товары для детей,2,4,5,8
216608,Прежний уровень,стандарт,да,5.1,3,786,0.17,Домашний текстиль,3,3,3,13
216609,Прежний уровень,премиум,да,4.7,4,935,0.14,Мелкая бытовая техника и электроника,3,1,3,8
216610,Прежний уровень,стандарт,нет,4.2,4,964,0.3,Техника для красоты и здоровья,4,0,6,6
216611,Прежний уровень,стандарт,да,3.9,4,515,0.13,Мелкая бытовая техника и электроника,3,0,2,10
216612,Прежний уровень,стандарт,да,4.7,4,1013,0.14,Кухонная посуда,3,2,0,14
216613,Прежний уровень,стандарт,да,4.6,4,900,0.21,Косметика и аксесуары,4,0,3,10
216614,Прежний уровень,премиум,да,3.9,3,610,0.19,Товары для детей,3,1,3,7
216615,Прежний уровень,стандарт,да,5.1,4,780,0.27,Домашний текстиль,4,1,4,4
216616,Прежний уровень,стандарт,да,4.2,5,486,0.28,Кухонная посуда,6,0,3,10
216617,Прежний уровень,премиум,нет,4.9,3,815,0.3,Косметика и аксесуары,2,3,5,7
216618,Прежний уровень,премиум,да,4.3,4,983,0.16,Товары для детей,4,4,2,5
216619,Прежний уровень,стандарт,нет,3.9,4,140,0.17,Техника для красоты и здоровья,4,2,8,11
216620,Прежний уровень,стандарт,да,6.1,4,1001,0.17,Товары для детей,3,5,6,19
216621,Прежний уровень,стандарт,нет,6.6,5,612,0.25,Товары для детей,5,0,8,5
216622,Прежний уровень,премиум,да,4.1,3,162,0.16,Товары для детей,4,5,3,8
216623,Прежний уровень,стандарт,да,3.4,4,663,0.22,Кухонная посуда,3,0,2,10
216624,Прежний уровень,стандарт,да,5.4,5,806,0.17,Домашний текстиль,6,1,8,11
216625,Прежний уровень,стандарт,да,3.4,5,351,0.24,Кухонная посуда,5,1,6,8
216626,Прежний уровень,премиум,да,3.9,4,488,0.32,Домашний текстиль,2,5,3,8
216627,Прежний уровень,премиум,да,2.4,4,768,0.23,Товары для детей,3,5,2,18
216628,Прежний уровень,стандарт,нет,3.8,4,467,0.22,Мелкая бытовая техника и электроника,5,1,4,4
216629,Прежний уровень,стандарт,нет,3.5,4,346,0.4,Кухонная посуда,3,1,6,7
216630,Прежний уровень,стандарт,да,4.4,4,488,0.29,Домашний текстиль,4,4,7,4
216631,Прежний уровень,стандарт,да,3.0,3,455,0.24,Кухонная посуда,5,0,7,7
216632,Прежний уровень,стандарт,нет,4.0,3,761,0.35,Кухонная посуда,3,0,4,12
216633,Прежний уровень,стандарт,нет,2.4,4,192,0.35,Техника для красоты и здоровья,3,3,6,10
216634,Прежний уровень,стандарт,да,4.1,4,335,0.4,Техника для красоты и здоровья,3,4,3,7
216635,Прежний уровень,стандарт,да,0.9,3,932,0.35,Косметика и аксесуары,3,3,8,5
216636,Прежний уровень,премиум,да,2.4,4,996,0.23,Кухонная посуда,3,4,5,6
216637,Прежний уровень,стандарт,да,3.5,3,801,0.22,Техника для красоты и здоровья,5,1,4,6
216638,Прежний уровень,стандарт,нет,1.5,3,930,0.29,Мелкая бытовая техника и электроника,2,0,4,16
216639,Прежний уровень,стандарт,да,4.8,4,306,0.29,Товары для детей,4,5,3,7
216640,Прежний уровень,стандарт,нет,5.7,4,416,0.95,Кухонная посуда,2,3,5,13
216641,Прежний уровень,стандарт,да,4.1,4,638,0.22,Техника для красоты и здоровья,4,1,6,14
216642,Прежний уровень,премиум,да,4.2,3,991,0.4,Мелкая бытовая техника и электроника,4,3,5,12
216643,Прежний уровень,стандарт,да,6.6,3,318,0.24,Техника для красоты и здоровья,5,3,3,11
216644,Прежний уровень,стандарт,нет,5.1,4,454,0.21,Домашний текстиль,6,2,3,9
216645,Прежний уровень,стандарт,да,4.1,3,586,0.2,Домашний текстиль,3,2,5,7
216646,Прежний уровень,стандарт,да,6.3,5,645,0.12,Техника для красоты и здоровья,3,3,5,7
216647,Прежний уровень,премиум,да,4.0,5,906,0.94,Техника для красоты и здоровья,4,5,3,12
