name,status
BizGround,operating
Sporting Mouth,closed
First Rate Medical Transportation,operating
Rezzcard,closed
Giiv,operating
Renrendai,closed
Limejump,closed
Shop Airlines,operating
GetQd,closed
Baitianshi,closed
Traveling Spoon,closed
Somewhere,operating
Butterfly Health,operating
Sphero,closed
Zomazz,operating
Kibbit,operating
Buddytruk,closed
GrowGeneration,closed
FOURward Thought,closed
tomoguides,closed
Bungles Jungles,closed
Affordit.com,operating
Flexeye,operating
Hashdoc,closed
Owensboro Grain,closed
Tailored Games,closed
Bubbles,closed
Ubidyne,closed
Snowman,operating
Skyview Records,closed
Sparkle.cs,closed
Shanghai Kidstone Network Technology,closed
healthfinch,closed
MyNewFinancialAdvisor,closed
Buck Mason,operating
Erle Robotics,closed
Hive guard unlimited,operating
simplifyMD,closed
Satin Creditcare Network Limited (SCNL),closed
Moow.life - all interesting nearby!,operating
YoVivo,operating
Uniplaces,operating
Valued Relationships,closed
Revetto,closed
vindenmed,operating
SocialNature,closed
Maestrano,closed
Keego,closed
truedash,operating
Sendio,closed
Data Virtuality,operating
Saiguo,operating
Orion Systems Integrators,closed
Unifyo,closed
Enerskin,operating
SaaSMAX Corp.,operating
Splice,operating
imbookin (Pogby),closed
Vue Technology,operating
MediaHound,operating
uShip,operating
HeadBox,closed
Epion Health,operating
D7 Sounds LLC,closed
Naiku,operating
Make YES! Happen,closed
Stratos Genomics,operating
LifeSite,operating
DoneBy,closed
KWAD,operating
SocialSource,closed
IntelliPath,operating
STUDYINBUDAPEST MOBILE APP,closed
Remington Arms Company,operating
PrepClass,operating
Cloak,operating
Hydrophi,operating
BLAZER & FLIP FLOPS,closed
NULATO,closed
amBX,operating
Telit Wireless Solutions,operating
Mobile Action,closed
Switchfly,closed
Microvi Biotechnologies,closed
J-Kan,closed
Curbside,operating
Kallik,closed
Geosense,closed
C-way,operating
Goods Platform,closed
Enbrite.ly,closed
Broadway Networks,closed
Five Delta,closed
Algae International Group,operating
Catfoxtail,closed
GLAMSQUAD,operating
Reata Pharmaceuticals,operating
DateMyFamily.com,operating
Phonitive - Touchalize,operating
Toured,closed
China Precision Technology,operating
CanadaStays.com,operating
Candescent Healing,operating
Zenring,operating
HandUp PBC,closed
UnFlete.com,closed
Newsreps,operating
Aware Labs,operating
Tailwind,closed
Local ID,operating
CCRM,operating
DonorPath,closed
Kriibs !,closed
Green Highland Renewables,closed
Retalika,operating
ShutterCal,closed
ITpreneurs,operating
Mobile Complete,closed
Skyroam,closed
OpenHatch,closed
Driversiti,operating
Tonara,closed
Protea Biosciences Group,closed
Onkos Surgical,closed
RILOS,closed
HasGeek,operating
One Signal,operating
Voyant Technologies,operating
NaHere,operating
Cyrba,closed
Virtual Instruments Corporation,closed
Handa Pharmaceuticals,operating
CIDCO,closed
Syntonic,operating
RECLO,operating
Arius Research,operating
TrabajoPanel,operating
Scripped,operating
Woods Hole Oceanographic Institute,closed
Carmudi,closed
LifeWave,closed
Newgen Payments,operating
AR Devices,closed
Harvest Exchange,operating
Sookasa,closed
Vigour.io,closed
Kickanotch mobile,closed
Trapster,operating
Entellium,operating
Lifetrack Medical Systems,operating
Bluapp,operating
Little Green Windmill,closed
Hydro66,operating
Lantern,closed
Tweetwall,closed
Referly,closed
Lasso Excite,operating
Progressive Care,closed
TQSurvey,closed
PoochPal,operating
EQUIP Advantage,closed
Intuit,closed
Sounday,closed
Expert TA,closed
MassRoots,operating
Filtr8,operating
Andel,operating
Pantero,closed
HemoSonics,closed
The Hive Group,operating
CiteeCar,closed
DeskActive,closed
Elation Media,closed
Trinean,closed
Stack Exchange,closed
Yoomba,closed
iCreate,operating
American Health Supplies,closed
Nanjing Ruiyue Information Technology,operating
LilyMedia,operating
SP Nano Ltd.,closed
LeanIX,operating
Kids Calendar,closed
Ysance,operating
im3D,closed
Cisco,closed
Red Sky Lab,operating
CellPoint Diagnostics,closed
Matlach Investments,closed
Klikin,closed
imagine,operating
Handle My Health,closed
pg40 Consulting Group,operating
PacketSled,operating
Muzooka,closed
CyrusOne,operating
OfferJar,operating
Signpath Pharma,closed
Auvik Networks Inc.,operating
Widgetbox,closed
mSeller,closed
Carnet de Mode,operating
Infinis Energy,operating
Beats Electronics,operating
Attractive Black Singles LLC,operating
Annelutfen.com,closed
CeloNova,closed
Tour Raiser,closed
Workday,closed
"Zebit, Inc.",operating
PanXchange,closed
Mariam Medical,operating
Eseye,closed
Alminder,closed
Adeptence,closed
Qnergy,closed
OneCard,operating
SchemaLogic,operating
Exacter,operating
Vestiage,operating
GridCure,operating
eSecure Systems,operating
D3 Technology,closed
World Energy Labs,operating
Bookity,operating
Sinch,closed
Sensors for Medicine and Science,closed
Life360,operating
MDLIVE,operating
Kireego,closed
SMILE,closed
Profyle,closed
CloudEndure,operating
BuyerMLS,operating
Cohero Health,closed
TagSeats,closed
NetPress Digital,operating
Geelbe,operating
Adamas Pharmaceuticals,closed
MagniFinance,operating
Bluescop,closed
Linkurious,operating
ATrillion-Semantix,closed
Lane15 Software,closed
ROBOTIC PIPE REPAIR,closed
ABEJA,operating
YaSabe,closed
Left of the Dot Media Inc.,closed
Relievant Medsystems,closed
Lawrence Livermore National Laboratory,operating
Hoodin,operating
gridComm,closed
Aperia Technologies,operating
ePlata,closed
Bullitt Group,operating
FID3,closed
Localize Direct,closed
Thereson S.p.A.,operating
ExaqtWorld,operating
Antares Vision,closed
ITC,operating
Dashba,closed
Capsenta,closed
Clzby,operating
Goodman Networks,operating
Body Details,closed
Kairos4,closed
hybris,operating
Yorder,operating
GeneQuine Biotherapeutics GmbH,operating
Yttro Mobile,closed
Xigen,operating
Rijuven,closed
Fotomoto,closed
Werkadoo,closed
Atmocean,closed
Justworks,operating
Astrid,operating
Genapsys,operating
800.COM,closed
Science Applications International Corporation (SAIC),operating
Akorri Networks,closed
Titansan,closed
Linksify,closed
Hitpost,closed
ChorPpay,closed
JobLeads,closed
Ascend Health,operating
Logentries,closed
Agnitus,closed
Clear Technology Systems,closed
Momentum Telecom,closed
"HouseGoat, Inc.",closed
A-Life Medical,closed
Xpreso Software Limited,operating
bettermarks,closed
Booklr,closed
E-Diversify Yourself,operating
Maple,operating
Pickatale,operating
Knyplex,operating
miroculus,operating
GetAutoBids,closed
Dryvax,operating
GoSkip,operating
QD Vision,operating
Planet Payment,closed
ticckle,closed
Grillin In The City,closed
VOSS Solutions,operating
Vizalytics Technology,operating
Amplimmune,closed
TripleMint,operating
Grasswire,operating
Dyer & Jenkins,operating
MEA/NEA,closed
Post.Bid.Ship,closed
Monis,operating
LS Plasma,operating
"Monoco, Inc.",operating
Sinequa,closed
iCelerate,closed
Smart Destinations,operating
Zeros & Ones,closed
Last Mile Connections,operating
Inoapps,operating
Hydro-Run,operating
DeepVu,closed
Reel,operating
Zuppler,closed
Axel Technologies,closed
THINK360,closed
Ofidium,closed
Shanghai Jade Tech,closed
Unveil Technologies,closed
Roomstorm (Formerly WalkSource),closed
Wego,closed
Squeakee,operating
Jott,closed
LivBlends,operating
Clear Flight Solutions,closed
Suitepad,closed
Vibrant Living Senior Day Care Center,closed
Pet Airways,closed
Philo Media,closed
Wooshii,closed
MicroDisplay,operating
Bookkeepity,closed
Bitave Lab,closed
Validus-IVC,operating
Bradshaw Propulsion,closed
Uversity,closed
RealMatch,closed
EnduraCare AcuteCare,operating
Aposense,operating
Gorilla Nation Media,closed
LevelFunded Health,operating
Geekangels,closed
Clear Guide Medical,closed
GymFlow,operating
Kitara Media,closed
SoundOut,operating
Celldex Therapeutics,operating
InstantLuxe,operating
Weesh,closed
1-800-DENTIST,closed
Corrpro Companies,operating
Yumit,closed
Inventorum,operating
DeciZium,operating
Ataxion,operating
Autism Acumen,closed
Collaborate.com,closed
Adspringr,closed
Duriana,operating
ChatWork,closed
Dublway,operating
Apps Genius,closed
MENABANQER,closed
Inuvo,closed
Coin.co,operating
Aprendum,closed
Brys & Edgewood,closed
USEREADY,closed
Ku6,operating
Advanced Microgrid Solutions,operating
CheckVentory Innovation,operating
magnify360,closed
Lypro Biosciences,closed
Sigma Networks,closed
Viewpost,closed
Tamecco,operating
IlluminOss Medical,operating
Sound Clips,closed
Gallery Player,operating
Calligo,operating
Elton Digital,closed
Stolen Couch Games,operating
Devcon Security Services,operating
TuneStars,closed
abcdexperts,operating
ASI System Integration,operating
Engage Resources,operating
Crestock,closed
Christini Technologies,operating
Wellness Corner,closed
KnexxLocal,closed
RF Code,closed
Abra,closed
Aria Retirement Solutions,operating
neoScores®,operating
Synthesys Research,closed
Loop Survey,closed
Scion Cardio Vascular,closed
Xchrisone Animation,operating
Hook Mobile,operating
Viigo,closed
Connect Technology Group,closed
BuyPlayWin,operating
MyColorScreen,closed
easyfolio,operating
leon nanodrugs,closed
QuantiSense,closed
Raptroop,operating
ProCure Treatment Centers,operating
Linc Global,operating
LEPOW,operating
Etalia,closed
Thermodata,closed
59Saniye,operating
Glidera,closed
BiddingForGood,operating
Grata,closed
Adtrade,operating
ATG Media (The Saleroom),closed
123Greetings,operating
Paragon Vision Sciences,operating
Presbyterian College,operating
Nanoscale Components,closed
dscovered,closed
Gotcha Ninjas,operating
Connecture,closed
Utopia,closed
Storee,operating
Care 24/7,operating
Bettyvision,operating
Shoplogix,operating
PresenterNet,closed
Coco's Coconut Company,closed
Veterati,operating
OfferUp,operating
NimbleHeart,closed
InboxFever,closed
CO Space,closed
Qoopl,closed
Measy,closed
Washa,operating
Impulse Monitoring,operating
Dianhuabang,closed
Polyplexx,operating
Juliet Marine Systems,operating
North Labs,closed
Impact,closed
Swift Navigation,closed
Maidou International,closed
Softlation,operating
Buy.On.Social,operating
Estate Assist,closed
GoGig,closed
Eğitim Online,operating
Social Game Universe,operating
Haystack TV,operating
Lincor Solutions,operating
Cinegif,closed
Matthew Walker Comprehensive Health Center,closed
Make My plate,operating
"GolfMDs, Inc.",operating
Med Condense,closed
Crowdwave,operating
Moultrie Tool Mfg Co,closed
FabriQate,operating
Teach4Life Consulting LL,closed
Root4,closed
Timeline Labs / TLL,closed
Spinlister,closed
Next New Networks,operating
Real Image Media Technologies,closed
Molcure,closed
Etsy,closed
Oncothyreon,closed
independenceIT,closed
The Zebra,closed
Benchmark Bank,closed
Washlava,operating
GlucoIQ,operating
Telespree,operating
Vaultoro,closed
Vidavee,closed
Radisens Diagnostics,operating
Biopsych Health Systems,operating
TapInfluence,closed
VICIS,closed
Magnoliamoda.com,closed
C2FO,closed
Livescribe,operating
Edyn,closed
Datalogix,operating
Karmic Labs,closed
Tokyo Otaku Mode,operating
"Trinity College, Dublin",closed
ivi.ru,operating
Leap In Entertainment,closed
Wagaduu!,operating
P-Cube,closed
Supplyworks,operating
Saviant Consulting,closed
Verisim,operating
The Style Club,closed
Miami Instruments,closed
ieCrowd,closed
Cupid-Labs,operating
Synergy Marketing,operating
Rental Kharma,closed
Zilyo,closed
Konnektid,operating
Indix,operating
Limin Chemical,operating
Eccentrade,closed
SalesBox Inc.,closed
Vivid Logic,closed
NeGoBuY,closed
Community Informatics,operating
BonzerDarg,closed
MeSixty,operating
Chorafarma,closed
Mira,closed
Guidebook,operating
Patents.com,closed
Eos Systems,closed
GetAgent,operating
Secure-NOK,operating
ev-social,closed
YourStreet,operating
"Enfold, Inc.",closed
Dali Wireless,operating
TripleTree,closed
Revere Software,closed
Spacio Pro,operating
Hyporex Technologies,operating
NextBank,operating
Cyph,closed
ENTRADE Energiesysteme AG,operating
Kloud Angels,closed
Gi FlyBike,closed
Carnivore Club Inc.,closed
RentMatch,closed
Digital Layers Inc.,closed
Healthy Harvest,closed
Sponsify,closed
SavaJe Technologies,operating
Eucon,closed
Relive,closed
Aider,operating
4Deep,operating
my6sense,operating
Seymour Innovative,closed
YinYangMap,closed
Digital Dream Labs,operating
Ponominalu.ru,closed
Maskoolin,operating
Jack Robie,closed
Ldger,closed
Bestaurant,closed
Synosure Games,operating
AppNeta,operating
Opternative,closed
nubelo,operating
Covercake,operating
Sgrouples,closed
NeonGrid (rebranded as DoneBy),operating
A Crowd of Monsters,operating
Tosk,operating
DoorMint,closed
Peanut Labs,operating
MD-IT,closed
ZapHour,closed
LatinRun,closed
Axalent,closed
cloudscreener.com,operating
Bloomerang,operating
Bug Bounty HQ,operating
SwiftKey,closed
A Bit Lucky,closed
Bacula,operating
Palladium Life Sciences,operating
Powered,closed
Glide Technologies,operating
PointCare,closed
Cadiou Engineering Services,closed
Motion PT Holdings,operating
Comprehend Systems,operating
Horse Collaborative,operating
Microventures,closed
produkte24.com,closed
SeeMedia,closed
MesoCoat,closed
Education Elements,operating
Allegiance Health Foundation,closed
University of Pittsburgh,closed
Maker Cloud,operating
LE TOTE,operating
vinclu Inc.,operating
Clearstream.TV,operating
WeFitter,operating
Eco Dream Venture,operating
Zillabyte,operating
JustOne Database Inc.,closed
AccuSilicon,closed
Viatar CTC Solutions,operating
HPC Brasil,closed
Mgv,closed
DTT,closed
UK Work Study,operating
Venture Shares,operating
EpiBiome,closed
Little Bird,closed
TechTribe,operating
2threads,operating
Shoppilot,operating
Goojet,closed
Araca,operating
BONDS.COM,operating
Paragonix Technologies,closed
IC Media Corporation,closed
Aston Club,closed
MedCPU,closed
Libboo,closed
Uranium Recovery Corporation,operating
MicroBlend Technologies,closed
Keaton Row,operating
Inovise Medical,closed
Delfmems,closed
TabSprint,operating
ChessCube.com,closed
Arvia Technology,operating
CrowdEngineering,closed
Divergence,closed
Raise Your Flag,operating
StarShooter,operating
Quewey,operating
tinyBuild GAMES,operating
Reelio,closed
AccuRev,operating
"Doost, Inc.",closed
ArtOfBrands SA,closed
"Staffly, Inc.",closed
Selligy,operating
Big Stage,closed
PacketExchange,closed
TRINA SOLAR LTD,operating
Ngo Han joint stock company,closed
Atmospheir,closed
Mosquito Steve,operating
PHRQL,closed
Cignis,operating
Apama Medical,closed
Sun National Bank,operating
swabr.com,closed
Streamcore System,operating
MPSTOR,closed
showd.me,operating
Payso,closed
BroadSoft,operating
SaltyCustoms,closed
Zeer,operating
Mosaic Mall,operating
Personal On Demand,operating
Optimum Interactive USA,closed
Alandia Communication Systems,closed
sevenload,operating
Myca Health,closed
Clowdy,operating
AorTx,closed
Integrity Applications,operating
ShopClues.com,operating
OpenSesame,operating
Vapor IO,closed
ForwardMetrics,closed
121nexus,operating
Vimagino,closed
29West,closed
Traansmission,closed
Flapus,operating
Centeris Corporation,operating
The Medical Marijuana Group,operating
FRH Consumer Services,closed
Ecozen Solutions,operating
Sift Science,operating
Stratus5,operating
Apex Fund Services,closed
GPMESS,closed
Where To Go Ltd,operating
DesignLine,closed
Markwater Handling Systems,operating
Simtrol,closed
StowThat,closed
Yunait,closed
Bay Dynamics,operating
Weeding Technologies,operating
Beekly,closed
iKure Techsoft,closed
Precision Biopsy,operating
RentFeeder,operating
KeyOn Communications Holdings,closed
PowerID,operating
Hatcher Associates,operating
Clouli,closed
Naked,operating
Astech,closed
Graphenest - Advanced Nanotechnology,closed
Dayana's One Stop Salon,closed
Ounce Labs,closed
PhishMe,operating
"Worksfire, Inc.",operating
Transparent Networks,operating
Koding,closed
Wellpepper,operating
Einsight Ng Ltd,operating
Smartbill - Recurrence Backoffice,closed
DataEmail Group,closed
DayChamp,operating
State of Ambition,operating
Get It Delivery Technologies LLC,operating
Compact Particle Acceleration,operating
TripActions,operating
Vodkaster/Riplay,closed
91Mobiles,closed
Sandlot Solutions,operating
Client Outlook,operating
HumanCloud,operating
Contactis Group Sp. z o.o.,operating
Certified Security Solutions,operating
CSS Corp,operating
Numari,operating
Lumatic,operating
Rootstock Software,operating
Streamline Alliance,closed
YUHI Hospitality,operating
TriQ Systems,closed
Cambridge Clean Energy Ltd.,closed
